index,Unnamed: 0,headline_no_site,site,time,country,bias,year
415,217015,Reese Witherspoon’s Mom Betty Reese Sends Her Adorable Pre Oscars Texts,usmagazine.com,2015-02-22 08:00:00+00:00,USA,0.3333333333333333,2015
416,113272,Oscars 2016: 'Ex Machina' is trying to bust through the men only visual effects club,latimes.com,2016-02-26 08:00:00+00:00,USA,0.0,2016
417,305560,"H.E.R. Debuted A Movie, Won Two Grammys, And Was Nominated For Her First Oscar All In A Matter Of Days",buzzfeed.com,2021-03-15 07:00:00+00:00,UK,0.1666666666666666,2021
418,282301,"The Women Wore Suits, The Men Wore Gowns: Unpacking the 2019 Oscars Fashions",vice.com,2019-02-25 08:00:00+00:00,UK,0.1666666666666666,2019
419,111693,Oscars: Here’s every Times photo of Lady Gaga and Bradley Cooper together,latimes.com,2019-02-25 08:00:00+00:00,USA,0.1666666666666666,2019
420,81632,"Mumbai: 3 Nigerians, Brazilian woman, held with cocaine worth Rs 39 crore",freepressjournal.in,2019-02-11 08:00:00+00:00,India,0.0,2019
421,219593,Bachelor in Paradise’s Jenna Cooper Claims Ex Jordan Kimball Made Her ‘Feel Insignificant and Worthless’,usmagazine.com,2018-10-15 07:00:00+00:00,USA,0.1666666666666666,2018
422,35827,"Men chat more than women do   but when girls talk, it's worth listening to!",dailymail.co.uk,2011-02-17 08:00:00+00:00,India,0.3333333333333333,2011
423,377745,Two women rescued from two separate house fires in Handsworth and Castle Vale,birminghammail.co.uk,2021-02-15 08:00:00+00:00,UK,0.1666666666666666,2021
424,315264,"The women of Gulabo Sitabo: Juhi Chaturvedi equips her female characters with agency, choice and self worth",firstpost.com,2020-06-18 07:00:00+00:00,India,0.5,2020
425,2918,Somersworth parent calls for action after she says teacher cut her daughter’s hair,msn.com,2019-09-24 07:00:00+00:00,India,0.3333333333333333,2019
426,368015,"Alana O’Herlihy, Photographer and Director to the Stars, Has an Insta Worthy Style of Her Own",vogue.com,2021-02-17 08:00:00+00:00,UK,0.1666666666666666,2021
427,111571,"Caring for girl amid brain death debate was ‘worth it,' mother says",latimes.com,2018-07-04 07:00:00+00:00,USA,0.3333333333333333,2018
428,166410,"27 Spring Bags Worthy of Your Paycheck, According to 1 Shopping Expert",popsugar.com,2019-04-24 07:00:00+00:00,USA,0.0,2019
429,176822,"Woman, 51, left fighting for life after hit and run in Isleworth",standard.co.uk,2016-02-08 08:00:00+00:00,UK,0.0,2016
430,371980,Patriarchy and Violence: Why Women in Pakistan Had to Protest,vice.com,2020-09-23 07:00:00+00:00,UK,0.1666666666666666,2020
431,347391,Women’s Commission registers case after Kerala domestic violence survivor’s FB video,thenewsminute.com,2020-06-06 07:00:00+00:00,India,0.0,2020
432,55127,Woman can invoke Domestic Violence Act against brothers: Delhi court,dnaindia.com,2010-02-28 08:00:00+00:00,India,0.1666666666666666,2010
433,268680,"Where Is Missing Runner Jerika Binks?   Crimes, Violence Against Women Runners",cosmopolitan.com,2018-12-19 08:00:00+00:00,India,0.3333333333333333,2018
434,339001,'Groundbreaking' Lesotho study reveals high cost of domestic violence,reuters.com,2020-09-25 07:00:00+00:00,USA,0.0,2020
435,187828,"Ethiopia's women vow to turn tide of violence, rape and murder",theguardian.com,2015-01-27 08:00:00+00:00,India,0.1666666666666666,2015
436,259845,Violence Against Women Act Debacle: Why Congress Should Be More Diverse,theatlantic.com,2013-01-03 08:00:00+00:00,USA,0.1666666666666666,2013
437,174742,"Fighting India’s official denial, report on caste based violence against women presented at Geneva",scroll.in,2018-06-21 07:00:00+00:00,India,0.1666666666666666,2018
438,365285,Persisters Of Purvanchal: How A Sari And Sohar Songs Became Weapons For These Women In Their Fight Against Domestic Violence And Alcoholism,swarajyamag.com,2020-01-25 08:00:00+00:00,India,0.1666666666666666,2020
439,267958,Women 'Reclaim the Night' as march against violence and sexual assault comes to Newcastle,chroniclelive.co.uk,2014-11-23 08:00:00+00:00,UK,0.1666666666666666,2014
440,52206,Woman Power: Priyanka Chopra announces three regional films to be helmed by female directors,dnaindia.com,2017-02-10 08:00:00+00:00,India,0.3333333333333333,2017
441,105790,Women directors at family firms face 'competence versus kinship' challenge,indiatimes.com,2018-06-26 07:00:00+00:00,India,0.1666666666666666,2018
442,273924,BBC Gender Pay Gap Prompts Women Of Corporation To Send Open Letter To Director General Tony Hall,huffingtonpost.com,2017-07-23 07:00:00+00:00,UK,0.1666666666666666,2017
443,187105,Lady Gaga to get job as photography company director,telegraph.co.uk,2010-01-07 08:00:00+00:00,UK,0.1666666666666666,2010
444,188438,Keira Knightley: 'Where are the female directors and writers?',theguardian.com,2015-03-31 07:00:00+00:00,India,0.1666666666666666,2015
445,92377,Why do we excuse male directors like Quentin Tarantino for making women suffer 'for the sake of art'?,independent.co.uk,2018-02-06 08:00:00+00:00,UK,0.1666666666666666,2018
446,260396,Breakthrough! Three in every 10 directors of FTSE 100 firms are women,thisismoney.co.uk,2018-09-29 07:00:00+00:00,UK,0.1666666666666666,2018
447,217265,‘Wonder Woman’ Director Patty Jenkins Says Gal Gadot’s Character Would Never Do This,usmagazine.com,2018-01-04 08:00:00+00:00,USA,0.1666666666666666,2018
448,189191,Nicole Kidman: I will work with a female director every 18 months,theguardian.com,2017-05-24 07:00:00+00:00,India,0.1666666666666666,2017
449,299148,Alia Bhatt visits dad Mahesh Bhatt and mum Soni; director says ‘she sat at a distance so she wouldn’t endanger her parents’,msn.com,2020-04-23 07:00:00+00:00,India,0.5,2020
450,318504,"Indian women leaders trolled more than those in US, UK, says report",hindustantimes.com,2020-01-24 08:00:00+00:00,India,0.1666666666666666,2020
451,314592,Viveve Recognized for Leadership in Appointing Women to Board of Directors,finance.yahoo.com,2021-02-09 08:00:00+00:00,India,0.1666666666666666,2021
452,58072,"Indu Jain, a role model for women aspiring to be leaders in a man’s world",economictimes.indiatimes.com,2021-05-14 02:34:00+00:00,India,0.1666666666666666,2021
453,176048,"BJP leader asks Hindu women to have five babies, but Hindutva fears of being outnumbered are unfounded",scroll.in,2015-01-13 08:00:00+00:00,India,0.1666666666666666,2015
454,295995,Wife of Missouri KKK Leader Admits to Killing Her Husband,thedailybeast.com,2019-04-19 07:00:00+00:00,USA,0.3333333333333333,2019
455,278078,"Women Shouldn't Wear Revealing Clothes, Rapes Would Continue Till Obscenity Isn't Put A Check On: SP Leader Ramashankar Vidyarthi",outlookindia.com,2018-05-22 07:00:00+00:00,India,0.1666666666666666,2018
456,298550,Standard Bank talks effective female leadership in business,iol.co.za,2020-09-29 07:00:00+00:00,South Africa,0.1666666666666666,2020
457,311813,Kamala Harris inspires women leaders in her ancestral Indian village,economictimes.indiatimes.com,2020-11-04 08:00:00+00:00,India,0.3333333333333333,2020
458,155987,Mom accuses Girl Scout leader of being a 'cookie monster',nypost.com,2015-01-22 08:00:00+00:00,USA,0.3333333333333333,2015
459,141793,"Imran Khans Ex wife Reham Trying to Get Her Book Published in India, Says Senior PTI Leader",news18.com,2018-06-07 07:00:00+00:00,India,0.3333333333333333,2018
460,200308,A Pakistani Debt Bride: When Girls Are Sold to Pay Family Loans,thequint.com,2016-12-24 08:00:00+00:00,India,0.1666666666666666,2016
461,350842,This Indian bride and her mother looked picture perfect on former's wedding,timesofindia.com,2020-03-16 07:00:00+00:00,India,0.5,2020
462,250661,"FEATURE Power, sex and slaves: Nigeria battles beliefs of Boko Haram brides",reuters.com,2017-02-07 08:00:00+00:00,USA,0.1666666666666666,2017
463,244533,"Woman ignored sex assaults on child bride, 13",heraldlive.co.za,2019-08-16 07:00:00+00:00,South Africa,0.1666666666666666,2019
464,317257,Bride says sister in law has to wear baggy dress to wedding or she can't come,foxnews.com,2021-01-31 08:00:00+00:00,UK,0.5,2021
465,44872,Corrie's Bev Callard reveals final moments spent with friend Anne Kirkbride,dailyrecord.co.uk,2015-06-29 07:00:00+00:00,UK,0.0,2015
466,251505,Family ties thwart Cambodia's efforts to tackle bride trafficking to China,reuters.com,2019-02-20 08:00:00+00:00,USA,0.1666666666666666,2019
467,181558,"All female gang accused of flying brides to the UK from Lithuania in £315,000 sham marriage visa plot",telegraph.co.uk,2017-01-14 08:00:00+00:00,UK,0.3333333333333333,2017
468,161765,Boy or Girl? Paralyzed Bride Expecting Through Surrogate Reveals Baby's Gender,people.com,2015-01-06 08:00:00+00:00,USA,0.1666666666666666,2015
469,365872,"Bride Dies During Wedding Ceremony in India, Groom Then Marries Her Sister",complex.com,2021-06-04 00:45:00+00:00,USA,0.5,2021
470,236929,Sarah Silverman Reveals She Got Dropped From Movie Due to Old Blackface Sketch,complex.com,2019-08-12 07:00:00+00:00,USA,0.1666666666666666,2019
471,378613,The HPV Vaccine Now Targets the Strains That Are Most Common in Black and Latina Women,popsugar.com,2021-05-26 20:43:02+00:00,USA,0.1666666666666666,2021
472,332088,Breonna Taylor’s mother blasts Black Lives Matter movement,news.yahoo.com,2021-04-17 07:00:00+00:00,India,0.1666666666666666,2021
473,173475,The Best YA Books Written By Black Women That You Haven't Read Yet,refinery29.com,2019-04-08 20:27:42+00:00,USA,0.1666666666666666,2019
474,368170,GWU Professor Who Lied About Being Black Had Family in the Dark,tmz.com,2020-09-05 07:00:00+00:00,USA,0.0,2020
475,364749,All female Black Mambas fight wildlife poachers at Kruger Park,Citizen.co.za,2020-07-01 07:00:00+00:00,South Africa,0.1666666666666666,2020
476,86364,TV Writer Keli Goff: The Complexity of #MeToo for Black Women (Guest Column),hollywoodreporter.com,2019-02-14 08:00:00+00:00,USA,0.1666666666666666,2019
477,87099,French Actress Aissa Maiga on Her Eye Opening Bestseller ‘My Profession is Not Black’,hollywoodreporter.com,2018-08-10 07:00:00+00:00,USA,0.3333333333333333,2018
478,77537,'Doctor Who' Scribe Mark Gatiss Talks Next Doc: Black? Woman? Gay? 'Absolutely',forbes.com,2015-10-08 07:00:00+00:00,India,0.0,2015
479,300229,"Meet Thandiwe Mlauli, the first black woman to launch an animation studio in South Africa | Drum",News24.com,2020-09-15 07:00:00+00:00,South Africa,0.1666666666666666,2020
480,378159,Lady Gaga Urges Graduates to Lead With Love and Justice in Passionate Commencement Speech,popsugar.com,2020-06-07 07:00:00+00:00,USA,0.1666666666666666,2020
481,352454,Justice Ruth Bader Ginsburg says she's 'cancer free',usatoday.com,2020-01-08 08:00:00+00:00,USA,0.1666666666666666,2020
482,314731,Young Sister Duo Launch New Social Justice Platform on the Heels of Blackout Tuesday to Ignite Change,finance.yahoo.com,2021-06-01 14:00:07+00:00,India,0.1666666666666666,2021
483,174440,"Women, girls with disabilities who survive sexual violence face more barriers to get justice: Study",scroll.in,2018-04-04 07:00:00+00:00,India,0.1666666666666666,2018
484,102944,"Justice Tahilramani transfer: For Collegium, ‘her short working hours’ was key reason",indianexpress.com,2019-09-22 07:00:00+00:00,India,0.0,2019
485,354799,Biden wants unity and justice. Watching ‘Promising Young Woman’ could help.,washingtonpost.com,2021-01-22 08:00:00+00:00,UK,0.0,2021
486,23690,Halle Berry's ex David Justice slams her on Twitter,cbsnews.com,2015-11-04 08:00:00+00:00,USA,0.1666666666666666,2015
487,149741,"Jay Z, Beyonce appear at ‘Justice for Trayvon Martin’ vigil in Manhattan with slain teen’s mother (VIDEO)",nydailynews.com,2013-07-21 07:00:00+00:00,USA,0.1666666666666666,2013
488,12098,Mexicans march to demand safety and justice for women,abcnews.go.com,2019-09-08 07:00:00+00:00,USA,0.1666666666666666,2019
489,33174,Sex slave girls face cruel justice in Iraq,cnn.com,2010-05-05 07:00:00+00:00,India,0.1666666666666666,2010
490,46399,"Hyderabad: 2 minors kidnap, gangrape 17 year old girl, booked",deccanchronicle.com,2017-02-22 08:00:00+00:00,India,0.0,2017
491,71292,Lucknow gangrape survivor attacked with acid for fourth time; met Yogi Adityanath in March,firstpost.com,2017-07-02 07:00:00+00:00,India,0.0,2017
492,84172,Danish woman gangrape case: Five sentenced to life in jail,hindustantimes.com,2016-06-10 07:00:00+00:00,India,0.1666666666666666,2016
493,169433,"19 year old girl dragged out of her house, gangraped..ness in Bihars Kishanganj; all accused remain at large",rediff.com,2019-02-08 08:00:00+00:00,India,0.3333333333333333,2019
494,99776,15 year old girl kidnapped and gangraped in Rajasthan,india.com,2016-11-25 08:00:00+00:00,India,0.1666666666666666,2016
495,102394,West Bengal: Woman ‘gangraped’ for asking cut money refund,indianexpress.com,2019-08-22 07:00:00+00:00,India,0.1666666666666666,2019
496,278922,"Punjab: Class 11 Student Gangraped, Bleeds To Death After Family Denies Her Medical Help Due To Social Stigma",outlookindia.com,2017-10-30 07:00:00+00:00,India,0.1666666666666666,2017
497,174475,Ex Karnataka DGP defends his controversial remark on Delhi gangrape victim’s mother as a ‘non issue’,scroll.in,2018-03-16 07:00:00+00:00,India,0.1666666666666666,2018
498,278974,6 Year Old Girl Studying In Kendriya Vidyalaya Barmer Gangraped Allegedly By Sweepers,outlookindia.com,2017-09-15 07:00:00+00:00,India,0.1666666666666666,2017
499,314905,"How dare she: Asha Devi, Delhi 2012 gangrape victims..ira Jaising for suggesting she should forgive convicts",firstpost.com,2020-01-18 08:00:00+00:00,India,0.1666666666666666,2020
500,274175,Protests in Capital after Manipuri girl raped in south Delhi,livemint.com,2014-02-08 08:00:00+00:00,India,0.1666666666666666,2014
501,250561,Thousands protest U.S. bases on Okinawa after Japan woman's murder,reuters.com,2016-06-18 07:00:00+00:00,USA,0.0,2016
502,206957,Women's March: See Protests From Washington to Antartica,time.com,2017-01-21 08:00:00+00:00,USA,0.1666666666666666,2017
503,41410,'Bikini Girl' Corinne Theile returns to LA a year after stripping off in TSA protest,dailymail.co.uk,2011-11-24 08:00:00+00:00,India,0.0,2011
504,20867,Women In Saudi Arabia Are Protesting By Turning Their Abayas Inside Out,buzzfeed.com,2018-11-17 08:00:00+00:00,UK,0.1666666666666666,2018
505,181320,Turkey protests as young woman murdered after attempted rape,telegraph.co.uk,2015-02-15 08:00:00+00:00,UK,0.1666666666666666,2015
506,284824,Woman in Zuma #Khwezi protest speaks out,Iol.co.za,2016-08-07 07:00:00+00:00,South Africa,0.1666666666666666,2016
507,345732,Protesters gather in front of Michigan governor's house to call on her to reopen the state | TheHill,thehill.com,2020-04-23 07:00:00+00:00,USA,0.1666666666666666,2020
508,345680,Eric Garner's mother speaks out during protest over George Floyd's death | TheHill,thehill.com,2020-05-29 07:00:00+00:00,USA,0.1666666666666666,2020
509,317623,Former Lok Sabha speaker Sumitra Mahajan says it was good to see Muslim women in large number attending protests,freepressjournal.in,2020-02-18 08:00:00+00:00,India,0.1666666666666666,2020
510,313795,Susanna Reid in ‘emotionally challenging’ position as she holds back 'tears' while filming,express.co.uk,2020-12-05 08:00:00+00:00,UK,0.1666666666666666,2020
511,83369,Emotionally intelligent women more likely to be manipulative,hindustantimes.com,2016-02-18 08:00:00+00:00,India,0.1666666666666666,2016
512,197575,"If she says ‘no’, then leave her alone: Chennai boy’s emotional blog",thenewsminute.com,2016-07-02 07:00:00+00:00,India,0.3333333333333333,2016
513,51327,Michelle Dockery pays emotional tribute to her fiancé,digitalspy.com,2015-12-16 08:00:00+00:00,UK,0.1666666666666666,2015
514,168780,A Woman Who Lost Her Mom Is Thanking Disney For Its Emotional and Relatable Storyline in Frozen 2,popsugar.com,2019-12-21 08:00:00+00:00,USA,0.5,2019
515,165833,"'Emotional Baby' Watches Her Hit Viral Video, One Year Later (VIDEO)",people.com,2014-11-12 08:00:00+00:00,USA,0.1666666666666666,2014
516,332791,She Would Have Been Beyond Proud Today: Kamala Harris Sister Maya in Emotional P,news18.com,2020-11-07 08:00:00+00:00,India,0.3333333333333333,2020
517,169118,This Mom's Emotional Post Proves There's a Lot More to Back to School Than Cheerful First Day Photos,popsugar.com,2019-08-28 07:00:00+00:00,USA,0.0,2019
518,38261,Big boys don't cry BUT deep down they're more emotional than women,dailymail.co.uk,2014-06-23 07:00:00+00:00,India,0.1666666666666666,2014
519,127781,Clinton Ad With Latina Girl Hits Emotional Issue Of Deportations,nbcnews.com,2016-02-18 08:00:00+00:00,USA,0.1666666666666666,2016
520,134790,Japan Prime Minister Shinzo Abe appoints first ever female aide,ndtv.com,2013-11-29 08:00:00+00:00,India,0.1666666666666666,2013
521,322265,Explained: Why Paris is being fined for appointing ‘too many women’ in senior positions,indianexpress.com,2020-12-20 08:00:00+00:00,India,0.0,2020
522,104504,ICC appoints Indra Nooyi as its first independent female director,indiatimes.com,2018-02-09 08:00:00+00:00,India,0.1666666666666666,2018
523,347738,United Spirits appoints its first woman CEO Hina Nagarajan,thenewsminute.com,2020-12-11 08:00:00+00:00,India,0.1666666666666666,2020
524,337041,Vini Mahajan Appointed Punjab's First Woman Chief Secretary,outlookindia.com,2020-06-26 07:00:00+00:00,India,0.1666666666666666,2020
525,74032,"With Appointment Of First Ever CEO, Women In VC Group All Raise Moves Needle Slowly Forward",forbes.com,2019-04-09 07:00:00+00:00,India,0.1666666666666666,2019
526,291068,"Mumbai Creates History, Appoints 8 Women In Charges to Head Police Stations",thebetterindia.com,2018-04-03 07:00:00+00:00,India,0.1666666666666666,2018
527,240120,Stafanie Taylor appointed West Indies Women's captain,espncricinfo.com,2015-09-08 07:00:00+00:00,UK,0.1666666666666666,2015
528,356263,Political appointees trump career diplomats in new postings,Dailymaverick.co.za,2020-09-04 07:00:00+00:00,South Africa,0.0,2020
529,183438,Ministry of Defence appoints first female Chief Scientific Adviser,telegraph.co.uk,2019-06-23 07:00:00+00:00,UK,0.1666666666666666,2019
530,11974,Woman faces corruption charges after allegedly spending $21M at Harrods,abcnews.go.com,2018-10-10 07:00:00+00:00,USA,0.1666666666666666,2018
531,300684,Cape Town cop in court for allegedly shooting woman,News24.com,2021-05-24 07:00:00+00:00,South Africa,0.1666666666666666,2021
532,134123,iPhone 7 Allegedly Burns Woman While Sleeping,ndtv.com,2016-11-15 08:00:00+00:00,India,0.1666666666666666,2016
533,234088,"‘Allegedly Transgender’ Prisoner Gets Life After Raping Two Women, Sexually Assaulting Inmates in Female Jail",breitbart.com,2018-10-11 07:00:00+00:00,UK,0.1666666666666666,2018
534,10851,Houston mother arrested for allegedly killing son with SUV during game of 'chicken',abcnews.go.com,2019-06-24 07:00:00+00:00,USA,0.1666666666666666,2019
535,322448,Woman allegedly raped for 2 years in UP,indianexpress.com,2021-03-19 07:00:00+00:00,India,0.1666666666666666,2021
536,233793,‘Smallville’ Stars Kristin Kreuk and Allison Mack Allegedly Lured ‘Sex Slaves’ into NXIVM Cult,breitbart.com,2018-03-30 07:00:00+00:00,UK,0.0,2018
537,198912,Andhra minister's son arrested by Hyderabad police for allegedly stalking woman,thenewsminute.com,2016-03-06 08:00:00+00:00,India,0.1666666666666666,2016
538,81722,Mumbai: 12 year old girl commits suicide at Govandi allegedly due to depression of upcoming examinations,freepressjournal.in,2018-03-31 07:00:00+00:00,India,0.1666666666666666,2018
539,228389,"Woman who gave server generous $5,000 tip allegedly used her boyfriend's credit card for revenge",yahoo.com,2019-07-03 07:00:00+00:00,India,0.3333333333333333,2019
540,332454,"Deepika Padukone Announces Live Chat with WHO Chief, Fans Call Her Irresponsible",news18.com,2020-04-21 07:00:00+00:00,India,0.1666666666666666,2020
541,209973,Bengaluru: Cop who saved stabbed woman honoured by state police chief,timesofindia.com,2019-03-16 07:00:00+00:00,India,0.1666666666666666,2019
542,111928,Long Beach names first female deputy police chief,latimes.com,2011-09-30 07:00:00+00:00,USA,0.1666666666666666,2011
543,302163,‘No woman deserves to be a widow’: Condolences pour in after the death of amaBhaca chief Thandisizwe Diko,Timeslive.co.za,2021-02-22 08:00:00+00:00,South Africa,0.1666666666666666,2021
544,130737,A First: Five Women Defense Chiefs Shatter NATO's Glass Ceiling,nbcnews.com,2014-02-27 08:00:00+00:00,USA,0.1666666666666666,2014
545,101705,White House fires its first female chief usher,indianexpress.com,2017-05-06 07:00:00+00:00,India,0.1666666666666666,2017
546,59592,First woman chief secretary L Tochhawng of Mizoram retires today,economictimes.indiatimes.com,2014-10-31 07:00:00+00:00,India,0.1666666666666666,2014
547,367410,"Maharashtra's first woman Chief Election Commissioner, Neela Satyanarayan dies of coronavirus",oneindia.com,2020-07-16 07:00:00+00:00,India,0.1666666666666666,2020
548,97593,Mehbooba Mufti to be the first woman chief minister of Jammu & Kashmir: Here is a list of prominent female CM,india.com,2016-04-03 07:00:00+00:00,India,0.3333333333333333,2016
549,146532,"Dallas Police Get First Female Chief, Making All Of Metro's Top Lawmen Women",npr.org,2017-07-19 07:00:00+00:00,USA,0.3333333333333333,2017
550,197187,"Saying ‘college was so much fun’ is a privilege: A half Dalit, half tribal woman writes",thenewsminute.com,2019-04-15 07:00:00+00:00,India,0.1666666666666666,2019
551,194469,A poultry based scheme for empowering tribal women,thehindu.com,2014-10-01 07:00:00+00:00,India,0.1666666666666666,2014
552,320915,"Meet Malavath Poorna, World’s 1st & Youngest Tribal Woman to Scale 6 Mountain Peaks",india.com,2020-01-02 08:00:00+00:00,India,0.1666666666666666,2020
553,103458,"‘Was slapped for resisting’: In MP, tribal women allege insertion of birth control device without consent",indianexpress.com,2018-11-03 07:00:00+00:00,India,0.1666666666666666,2018
554,372684,How A Group Of Tribal Women From MP Scripted History & Got Featured In Vogue Italy,scoopwhoop.com,2021-04-14 07:00:00+00:00,India,0.1666666666666666,2021
555,141410,Medium of Instruction in Tribal Areas Should be Mother Tongue,news18.com,2017-03-23 07:00:00+00:00,India,0.1666666666666666,2017
556,175509,A civil servant struggles to reconcile tribal rights with her duty to the state in this novel,scroll.in,2018-10-26 07:00:00+00:00,India,0.1666666666666666,2018
557,194664,Training in handicrafts for tribal women launched   Telangana,thehindu.com,2016-10-05 07:00:00+00:00,India,0.1666666666666666,2016
558,278262,Tribal woman allegedly raped in West Bengal's Birbhum district,outlookindia.com,2018-07-12 07:00:00+00:00,India,0.1666666666666666,2018
559,235174,Lloyd Blankfein mocks Elizabeth Warren after attack ad: 'Maybe tribalism is just in her DNA',cnbc.com,2019-11-14 08:00:00+00:00,USA,0.1666666666666666,2019
560,14075,America's Female Chess Champion Boycotts Iran Tournament Over Hijab Law,abcnews.go.com,2016-10-06 07:00:00+00:00,USA,0.1666666666666666,2016
561,68312,'Islam is evil' Hairdresser facing jail for throwing hijab clad woman out of salon,express.co.uk,2016-09-07 07:00:00+00:00,UK,0.1666666666666666,2016
562,322612,Sana Khan responds as an Instagram user questions her for wearing hijab,indianexpress.com,2021-06-03 09:27:13+00:00,India,0.1666666666666666,2021
563,159228,The Professor Wore a Hijab in Solidarity — Then Lost Her Job,nytimes.com,2016-10-16 07:00:00+00:00,India,0.1666666666666666,2016
564,82831,"Hijab clad Muslim women assaulted, called ‘ISIS’ in US",freepressjournal.in,2016-08-16 07:00:00+00:00,India,0.1666666666666666,2016
565,93674,Muslim woman suing estate agent ‘after being told black hijab made her look like a terrorist’,independent.co.uk,2017-06-23 07:00:00+00:00,UK,0.3333333333333333,2017
566,200378,Who Gets to Say Whether Muslim Women Should Wear a Hijab or Not?,thequint.com,2019-02-09 08:00:00+00:00,India,0.1666666666666666,2019
567,2626,Disciplinary hearing for judge who refused to hear woman wearing hijab is again delayed,msn.com,2019-06-07 07:00:00+00:00,India,0.1666666666666666,2019
568,205509,Hijabs torn from Muslim women as US protests grow,thetimes.co.uk,2016-11-11 08:00:00+00:00,UK,0.1666666666666666,2016
569,195945,Muslim Student Refused Entry To Maccies Because Of Her Hijab,theladbible.com,2017-12-02 08:00:00+00:00,UK,0.1666666666666666,2017
570,169762,Chinese nationals employed in CPEC accused of trafficking Pakistani women,rediff.com,2019-04-15 07:00:00+00:00,India,0.1666666666666666,2019
571,295613,Husband of Freed Pakistani Christian Woman Asks Trump for Help,thedailybeast.com,2018-11-04 07:00:00+00:00,USA,0.1666666666666666,2018
572,291473,"Pakistanis accuse Twitter user of blasphemy for questioning polygamy of the Prophet, call for her public execution",opindia.com,2019-12-29 08:00:00+00:00,India,0.1666666666666666,2019
573,199289,A Pakistani Fan On Why She Thinks Neerja is Banned in Her Country,thequint.com,2016-02-27 08:00:00+00:00,India,0.3333333333333333,2016
574,134831,Pakistani police arrest woman who claimed to be a prophet,ndtv.com,2013-09-04 07:00:00+00:00,India,0.1666666666666666,2013
575,80276,"Malala Yousafzai, Pakistani girl shot by Taliban, under new death threat",foxnews.com,2013-10-07 07:00:00+00:00,UK,0.1666666666666666,2013
576,54376,"Pakistani origin student is 1st hijab wearing Miss England finalist. Alas, she didn't win",dnaindia.com,2018-09-05 07:00:00+00:00,India,0.3333333333333333,2018
577,233536,"Christian Girl Beaten, Locked Up, For Using ‘Muslim Toilets’ In Pakistani School",breitbart.com,2015-11-13 08:00:00+00:00,UK,0.1666666666666666,2015
578,170285,Pakistani Actress Saba Qamar's Colleagues Defend Her After She's Trolled For Smoking In Pic,rediff.com,2018-07-24 07:00:00+00:00,India,0.5,2018
579,252596,These Pakistani Women Rejected Marriage Proposals. This Is What They Got In Return,scoopwhoop.com,2015-05-18 07:00:00+00:00,India,0.1666666666666666,2015
580,180539,The Power 1000: FGM survivor will rap her message to London’s leaders,standard.co.uk,2013-09-18 07:00:00+00:00,UK,0.1666666666666666,2013
581,196136,Domestic Abuse Survivor Reveals The Incredible Way Her Daughter Saved Her Life,theladbible.com,2018-10-21 07:00:00+00:00,UK,0.3333333333333333,2018
582,318560,No one’s alone: Acid attack survivor Laxmi Agarwal stands by women in distress,hindustantimes.com,2020-04-29 07:00:00+00:00,India,0.1666666666666666,2020
583,202545,Domestic abuse survivor gives practical advice for women to leave a violent relationship...,thesun.co.uk,2019-05-05 07:00:00+00:00,UK,0.1666666666666666,2019
584,172882,Lady Gaga Sexual Assault Survivor Tattoos,refinery29.com,2018-10-24 20:03:06+00:00,USA,0.1666666666666666,2018
585,158665,Young Yemeni Girl Is Sole Survivor After Airstrike Topples Her Home,nytimes.com,2017-08-26 07:00:00+00:00,India,0.3333333333333333,2017
586,10405,Hannah Luce: Woman is Sole Plane Crash Survivor After Rescue by Marine Friend,abcnews.go.com,2012-05-14 07:00:00+00:00,USA,0.1666666666666666,2012
587,133150,"After Yemeni Air Strike, Little Girl Is Family's Only Survivor",ndtv.com,2017-08-26 07:00:00+00:00,India,0.1666666666666666,2017
588,82478,It’s Official! Deepika Padukone to play acid attack survivor Laxmi Agarwal in her first production; details inside,freepressjournal.in,2018-10-05 07:00:00+00:00,India,0.1666666666666666,2018
589,2012,"Girl, 7, the sole survivor of house fire",iol.co.za,2016-02-21 08:00:00+00:00,South Africa,0.0,2016
590,115334,"Alleged murderer told girl that Cole Kershaw 'deserved it', trial hears",manchestereveningnews.co.uk,2021-02-27 08:00:00+00:00,UK,0.1666666666666666,2021
591,118990,Woman stands trial for ‘murdering boyfriend because he was an a**hole’,metro.co.uk,2019-04-10 07:00:00+00:00,UK,0.1666666666666666,2019
592,310594,"In a first, 16 year old girl enrolled for Covid 19 vaccine trial",deccanherald.com,2021-02-20 08:00:00+00:00,India,0.1666666666666666,2021
593,72153,2G trial: Tina Ambani tells court she is a housewife,firstpost.com,2013-08-23 07:00:00+00:00,India,0.3333333333333333,2013
594,93710,Woman who 'sent boyfriend texts goading him into suicide' goes on trial for manslaughter,independent.co.uk,2017-06-05 07:00:00+00:00,UK,0.1666666666666666,2017
595,355017,The story of Europe’s infamous witch trials gets the Monty Python treatment,washingtonpost.com,2021-06-01 12:00:00+00:00,UK,0.0,2021
596,132306,Saudi Arabia To Put Detained Women Activists On Trial,ndtv.com,2019-03-02 08:00:00+00:00,India,0.1666666666666666,2019
597,255783,The Trials of Amy Cuddy,slate.com,2017-10-19 07:00:00+00:00,USA,0.0,2017
598,300511,"Bryanston High trial: Coach allegedly wanted to have sex with pupil, doctor tells court",News24.com,2021-02-15 08:00:00+00:00,South Africa,0.0,2021
